"","drate","lat_m","lat_c","LL","BIC","AIC","sub_nr"
"1",-0.486101813979184,0.568696961562061,0.0371442212061637,1060.42743689577,2133.8470738124,2126.85487379154,104
"2",0.269921814276235,1.10667207312562,0.00185102735042557,1137.48667239949,2288.75870434939,2280.97334479899,105
"3",0.484884342296236,0.792184036359056,0.926268291091584,1098.42323555724,2209.50499423001,2202.84647111449,108
"4",0.695223412494124,1.01174306730217,0.171822439512666,1029.03125314443,2070.93388461231,2064.06250628886,109
"5",-0.0404716947986038,0.69557940133503,0.362225179112656,1019.06060789038,2051.22955933816,2044.12121578076,110
"6",0.237778849117492,0.823895469367569,1.35839839872088,1188.05959962285,2389.99411768555,2382.11919924569,111
"7",0.410098067431235,1.18313123166766,2.30656818770765,963.343841112681,1940.25304795651,1932.68768222536,112
"8",0.298493236367144,1.07632539278232,1.83974924318009,1162.14980691114,2338.23278651971,2330.29961382229,113
"9",0.407217729736519,0.710650427385958,1.41830622245359,1113.17320362668,2240.39280093473,2232.34640725335,114
"10",0.871672465421576,0.742465517591513,1.25512937384215,1002.44614489439,2018.22024355825,2010.89228978878,115
"11",1.44235280334874,0.613686502273723,0.979027277948194,933.884810203776,1881.09757417702,1873.76962040755,117
"12",1.14547165013886,0.951121173931116,1.39228422808812,1003.50824146118,2020.44849336579,2013.01648292235,120
"13",-0.137016175884352,2.19758097551501,0.051657555086416,1153.88761548685,2321.98382631889,2313.7752309737,121
"14",0.203495355743438,1.03547032117871,2.07673064980902,1004.3881045028,2021.64758732905,2014.7762090056,122
"15",0.718302794142548,0.623083922893354,1.25527041681219,918.595088420916,1850.37352430585,1843.19017684183,124
"16",0.419621229780875,0.654058907246258,1.49226926110811,1119.80595393761,2253.33604081073,2245.61190787522,125
"17",-0.120618003175157,1.68309233831515,0.0367903483381267,1102.30351961999,2218.81563458516,2210.60703923997,126
"18",0.777010776040025,0.793739831322865,1.3832708910889,1021.83174920768,2057.12940752456,2049.66349841537,127
"19",0.583816664704146,1.03318429097317,1.70357850853251,1096.68233689346,2206.93003951807,2199.36467378693,130
"20",0.439678139874863,1.19102835385325,2.0056531898025,1131.61203871367,2276.85396177415,2269.22407742734,131
"21",0.271653231389536,1.13844488795567,1.38494741426351,1175.57248446028,2365.53234055735,2357.14496892056,133
"22",-0.176724276719419,1.70602653241983,0.0166958466303858,1092.93667655902,2199.65871266845,2191.87335311805,134
"23",0.0337894833128162,0.0573231424437054,0.806691457541264,1121.20082539847,2254.73427238946,2248.40165079694,135
"24",-0.0376544117340933,0.367983069664093,0.696608137149757,491.929462405126,995.712655965997,989.858924810252,137
"25",0.237129502279254,0.624780388970595,0.235455824644428,869.556565164168,1752.25921023236,1745.11313032834,138
"26",0.102449930922847,0.900909397553852,1.66078165199198,1067.03061359568,2146.29383952308,2140.06122719136,139
"27",0.0889852596425082,1.30890452522878,1.30614801399137,1098.04565275038,2210.05318655123,2202.09130550076,140
